source1_entity_id	candidate_entity_ids
S1-745775319	S2-129978919,S2-1380723,S2-159052178,S2-162935092,S2-191045664,S2-202894945,S2-208815786,S2-218886187,S2-245824134,S2-257371108,S2-263225599,S2-314399871,S2-384700865,S2-40008757,S2-427018,S2-444452024,S2-45652633,S2-459911423,S2-481114830,S2-48935959,S2-499421234,S2-574167542,S2-577210450,S2-690755560,S2-706238826,S2-714832359,S2-733673243,S2-735278233,S2-745169325,S2-756851853,S2-760074449,S2-773180947,S2-787008317,S2-798604219,S2-800239837,S2-804564527,S2-81124098,S2-823195976,S2-843074723,S2-846975420,S2-860247860,S2-874785034,S2-885166670,S2-903974955,S2-963602050,S3-122677241,S3-125798277,S3-127038053,S3-134263424,S3-163681077,S3-164307925,S3-1719547,S3-178951123,S3-207018248,S3-213712532,S3-217593258,S3-221183298,S3-247061270,S3-248484936,S3-275950606,S3-280202641,S3-297140067,S3-297498597,S3-315993616,S3-345133380,S3-392033622,S3-405178734,S3-462093754,S3-474009415,S3-481316967,S3-507389276,S3-518549724,S3-551114082,S3-561565653,S3-56569730,S3-571041914,S3-572561934,S3-652540300,S3-653714090,S3-655358737,S3-697450509,S3-71078873,S3-717061221,S3-726457220,S3-735453176,S3-744348692,S3-752251770,S3-786784392,S3-819560818,S3-835907584,S3-840693423,S3-853671937,S3-860590391,S3-928626449,S3-93217999,S3-948463945,S3-955100619,S3-965000606,S3-985145516,S3-992592351
S1-746273151	S2-103820926,S2-104836810,S2-122570602,S2-138709772,S2-145521404,S2-147364644,S2-16079282,S2-169988993,S2-180809434,S2-199669656,S2-209549510,S2-254584940,S2-263085427,S2-287872643,S2-303682581,S2-312125729,S2-315927317,S2-316509432,S2-330880608,S2-358183733,S2-38917398,S2-401417353,S2-409672248,S2-416532201,S2-447033408,S2-450032334,S2-45671081,S2-456957169,S2-457500956,S2-500481645,S2-512538748,S2-535762772,S2-538255489,S2-55434341,S2-574579190,S2-574914445,S2-581361436,S2-584060916,S2-585801078,S2-586812390,S2-589082789,S2-638208758,S2-686839872,S2-68836611,S2-716687956,S2-716961117,S2-734993182,S2-740211601,S2-742149781,S2-743951385,S2-758562449,S2-774596915,S2-775257870,S2-779023955,S2-782577678,S2-796710041,S2-835342793,S2-843060182,S2-863250621,S2-866650875,S2-874354006,S2-904727112,S2-904858604,S2-92868774,S2-931607563,S2-933993678,S2-93459822,S2-938114968,S2-94135068,S2-941759992,S2-957417654,S2-962605751,S2-966966606,S2-971746850,S2-991285925,S2-999927060,S3-149943641,S3-272718126,S3-349047075,S3-350262520,S3-415969054,S3-455904231,S3-462131477,S3-493756791,S3-523082102,S3-538882911,S3-56751236,S3-573282180,S3-591467370,S3-710881528,S3-712631452,S3-73387339,S3-741719955,S3-755016411,S3-758653507,S3-775613160,S3-790347559,S3-869725729,S3-913561936,S3-96312333
S1-748540962	S2-133379329,S2-13797197,S2-157547508,S2-167460619,S2-183994815,S2-207720575,S2-212539797,S2-25579731,S2-274026588,S2-29161970,S2-310750719,S2-322687527,S2-326801959,S2-329607640,S2-339750053,S2-370665662,S2-406590999,S2-428658484,S2-433677001,S2-436674426,S2-459357713,S2-463474561,S2-487495973,S2-495647308,S2-496152314,S2-503157961,S2-513946517,S2-564667633,S2-578474611,S2-594722602,S2-627059958,S2-629103832,S2-683695538,S2-698239778,S2-702569533,S2-746168718,S2-755774218,S2-802821766,S2-805608010,S2-814657101,S2-833227760,S2-864031506,S2-866879324,S2-879851513,S2-884762712,S2-91305348,S2-915278284,S2-915738729,S2-966134785,S2-97167161,S2-990819803,S2-995668096,S3-15080674,S3-170148818,S3-173620596,S3-199724223,S3-203392629,S3-204435910,S3-213194764,S3-21825866,S3-221540281,S3-229107813,S3-235663253,S3-250398729,S3-309294872,S3-335296225,S3-358821275,S3-44004966,S3-446482196,S3-479249803,S3-522992644,S3-584170524,S3-587791501,S3-609271984,S3-615027902,S3-632507748,S3-637976983,S3-644979463,S3-647704853,S3-672252125,S3-68737801,S3-701469249,S3-70230145,S3-731918750,S3-741465158,S3-748227766,S3-752577090,S3-798844700,S3-807684694,S3-839356209,S3-848863582,S3-850459988,S3-869187772,S3-874931605,S3-89791001,S3-911806843,S3-949357823,S3-950528787,S3-95187738,S3-954711163
S1-760816941	S2-114428657,S2-160694137,S2-234361832,S2-26651301,S2-313270079,S2-372892190,S2-496500351,S2-607429289,S2-608841951,S2-816119025,S2-850499815,S2-917557484,S3-104821625,S3-130861131,S3-150714163,S3-26193075,S3-279320155,S3-336501543,S3-36701326,S3-407257627,S3-423846422,S3-425357170,S3-428857861,S3-461388509,S3-47099898,S3-492160910,S3-505730760,S3-527071780,S3-563078456,S3-567634356,S3-573532210,S3-58857709,S3-596852764,S3-601550279,S3-616203059,S3-637567309,S3-685343661,S3-685921773,S3-699088038,S3-821516081,S3-82418772,S3-843615821,S3-853143791,S3-878882119,S3-957728273,S3-973803423
S1-762326721	S2-103820926,S2-104836810,S2-122570602,S2-138709772,S2-142962200,S2-145521404,S2-147364644,S2-16079282,S2-169988993,S2-180809434,S2-199669656,S2-209549510,S2-254584940,S2-263085427,S2-287872643,S2-303682581,S2-312125729,S2-315927317,S2-316509432,S2-330880608,S2-358183733,S2-38917398,S2-401417353,S2-409672248,S2-416532201,S2-447033408,S2-450032334,S2-45671081,S2-456957169,S2-457500956,S2-500481645,S2-512538748,S2-535762772,S2-538255489,S2-55434341,S2-574579190,S2-574914445,S2-581361436,S2-584060916,S2-585801078,S2-586812390,S2-589082789,S2-638208758,S2-686839872,S2-68836611,S2-716687956,S2-716961117,S2-734993182,S2-740211601,S2-742149781,S2-743951385,S2-758562449,S2-774596915,S2-775257870,S2-779023955,S2-782577678,S2-796710041,S2-835342793,S2-843060182,S2-863250621,S2-866650875,S2-874354006,S2-904727112,S2-904858604,S2-92868774,S2-931607563,S2-933993678,S2-93459822,S2-938114968,S2-94135068,S2-941759992,S2-957417654,S2-962605751,S2-966966606,S2-971746850,S2-991285925,S2-999927060,S3-149943641,S3-272718126,S3-349047075,S3-350262520,S3-415969054,S3-455904231,S3-462131477,S3-493756791,S3-523082102,S3-538882911,S3-56751236,S3-573282180,S3-591467370,S3-710881528,S3-712631452,S3-73387339,S3-741719955,S3-755016411,S3-758653507,S3-775613160,S3-790347559,S3-869725729,S3-96312333
S1-771350895	S2-10068244,S2-102533471,S2-118258458,S2-18218879,S2-226131358,S2-256451765,S2-262351654,S2-29108033,S2-32982164,S2-339298331,S2-364930016,S2-378054793,S2-445965866,S2-466387433,S2-477993186,S2-506533915,S2-51981016,S2-560263186,S2-572195460,S2-58260214,S2-585413507,S2-604666910,S2-613033624,S2-661140913,S2-704043083,S2-704827625,S2-707136681,S2-711514278,S2-734833318,S2-778927796,S2-799748371,S2-802048451,S2-825274870,S2-847335213,S2-847408459,S2-860534246,S2-874798412,S2-901324869,S2-947498857,S2-948382510,S2-96201237,S2-981550471,S2-988123906,S3-113665630,S3-13674112,S3-13842655,S3-144677180,S3-157785346,S3-179672717,S3-185790208,S3-188287639,S3-189577862,S3-26497562,S3-280540769,S3-296391726,S3-322544583,S3-331944027,S3-347508780,S3-353803678,S3-356826653,S3-376333136,S3-416344471,S3-423494069,S3-47479526,S3-480630817,S3-484773852,S3-488337976,S3-493730758,S3-522855835,S3-561402150,S3-565528166,S3-569609992,S3-576010648,S3-592303661,S3-665288219,S3-678876952,S3-687187929,S3-697450509,S3-702122768,S3-705636917,S3-718900139,S3-727146667,S3-734859820,S3-760013898,S3-778850752,S3-817379678,S3-824615989,S3-828488045,S3-843224888,S3-845882332,S3-848749332,S3-853711369,S3-860243718,S3-896451291,S3-904865577,S3-920801248,S3-920958543,S3-968989952,S3-972977528,S3-979530754
S1-778632723	S2-117325459,S2-135614157,S2-153838435,S2-161956716,S2-162892661,S2-172745464,S2-186477879,S2-187389404,S2-190833339,S2-204189354,S2-220596390,S2-225147088,S2-25350183,S2-26126776,S2-305949972,S2-3072135,S2-322926562,S2-327450229,S2-404958972,S2-436563129,S2-473891030,S2-474356307,S2-499744247,S2-51043049,S2-512349200,S2-537854766,S2-544270204,S2-547284177,S2-565766655,S2-569007716,S2-601185190,S2-621149848,S2-629275472,S2-65887700,S2-689834927,S2-695972284,S2-698458738,S2-712343515,S2-717160791,S2-720823918,S2-732957311,S2-775675743,S2-776285729,S2-79035894,S2-800749503,S2-804872908,S2-858319927,S2-862291746,S2-877875891,S2-893690749,S2-895970227,S2-937748112,S2-940469449,S2-958597826,S2-967923960,S2-973292523,S3-101503617,S3-130838779,S3-170629319,S3-222619924,S3-229988428,S3-277598081,S3-284926291,S3-300104137,S3-326169457,S3-332605405,S3-340746469,S3-355631180,S3-357215117,S3-362638952,S3-363222255,S3-376084038,S3-389077125,S3-418340696,S3-45425714,S3-480828286,S3-55034940,S3-553988599,S3-57190679,S3-57319043,S3-61134758,S3-615367524,S3-618846612,S3-619542381,S3-632012482,S3-64523595,S3-665760996,S3-696230461,S3-703216998,S3-724907378,S3-735993006,S3-821867025,S3-848602708,S3-863075341,S3-87570883,S3-899597068,S3-903713633,S3-945713137,S3-981247549,S3-987810850
S1-78424718	S2-137278449,S2-193026221,S2-239334407,S2-388400441,S2-394115248,S2-445420919,S2-537423916,S2-552033015,S2-594381269,S2-600130018,S2-659300097,S2-676940522,S2-735364629,S2-750708611,S2-923241077,S2-933864043,S2-980290221,S3-300360845,S3-341296490,S3-353910299,S3-40309142,S3-48308573,S3-506284920,S3-519402682,S3-521214506,S3-529704754,S3-546666545,S3-561402150,S3-653904983,S3-708947225,S3-797995460,S3-808225728,S3-835902343,S3-936203858,S3-96530817,S3-96692216
S1-790887991	S2-151095420,S2-168143357,S2-188820988,S2-200396547,S2-200464422,S2-252428268,S2-303809454,S2-316871270,S2-320477902,S2-33704655,S2-357545160,S2-366207537,S2-367097323,S2-374750542,S2-378024681,S2-379146677,S2-385376546,S2-414298050,S2-418577059,S2-423519674,S2-439926211,S2-455298695,S2-474827065,S2-47812476,S2-491497761,S2-516433568,S2-520839915,S2-521781927,S2-543696907,S2-550265337,S2-557514146,S2-566548079,S2-606821631,S2-626012117,S2-649526366,S2-651708958,S2-653700700,S2-665940290,S2-667298521,S2-69214320,S2-699733797,S2-720057792,S2-731203224,S2-733497100,S2-73710322,S2-75129136,S2-754974892,S2-756606845,S2-770612182,S2-772323364,S2-783593711,S2-785589800,S2-789935686,S2-791849792,S2-799277276,S2-807375380,S2-814528835,S2-826459322,S2-826470477,S2-853540501,S2-85794251,S2-879617590,S2-942267364,S2-946158355,S2-967569498,S2-973859605,S2-983411135,S2-998640273,S3-155064393,S3-173955567,S3-216530787,S3-232343071,S3-239036346,S3-248788294,S3-392050663,S3-423649736,S3-449890622,S3-45327783,S3-466018880,S3-475226933,S3-499167726,S3-501329783,S3-547623946,S3-566688082,S3-586574771,S3-604418642,S3-658915291,S3-703821326,S3-704488374,S3-738864801,S3-754328032,S3-772584545,S3-802836885,S3-819821997,S3-833829017,S3-85300534,S3-923348166,S3-936203858,S3-941045702,S3-987793237
S1-791217329	S2-116748146,S2-191866478,S2-211872713,S2-213874601,S2-25954937,S2-274905162,S2-284414256,S2-285031669,S2-285476252,S2-287740185,S2-296869138,S2-305508408,S2-306151879,S2-313048014,S2-322831392,S2-332376933,S2-335124172,S2-337546861,S2-346341564,S2-356986111,S2-369458829,S2-40008757,S2-440751152,S2-450859061,S2-470497584,S2-487988118,S2-512030745,S2-514970066,S2-527422854,S2-541449340,S2-561353544,S2-565073472,S2-571416279,S2-586734904,S2-614282312,S2-618275000,S2-62697433,S2-678818787,S2-683131470,S2-694009134,S2-747473857,S2-752646697,S2-758188088,S2-763108962,S2-772679465,S2-814881099,S2-816504980,S2-855048394,S2-867204681,S2-878639783,S2-883003463,S2-88312221,S2-903446816,S2-911831773,S2-936867164,S2-936884379,S2-946825174,S2-947498857,S2-955285209,S2-956118564,S2-964581929,S3-119777987,S3-121756813,S3-145777193,S3-164166409,S3-189513029,S3-212534587,S3-213712532,S3-275349290,S3-29284590,S3-386654363,S3-427285965,S3-445901533,S3-477158581,S3-479236077,S3-520785397,S3-53506436,S3-53737228,S3-541774476,S3-560301253,S3-570627373,S3-603860765,S3-610339898,S3-648552797,S3-650244808,S3-681024247,S3-753125827,S3-766461982,S3-820598415,S3-83727805,S3-887061839,S3-895567106,S3-931705895,S3-932336301,S3-942152201,S3-944045977,S3-953974076,S3-957131208,S3-96599439,S3-983937391
S1-800528107	S2-115050976,S2-129100147,S2-135617526,S2-148683077,S2-160964143,S2-164646602,S2-185537657,S2-18656630,S2-236800702,S2-286206877,S2-314817462,S2-316856729,S2-341350419,S2-355100103,S2-402409494,S2-44198918,S2-457914574,S2-471156571,S2-478718426,S2-491028094,S2-519831009,S2-533545156,S2-534318812,S2-551135668,S2-555306989,S2-558810485,S2-566882323,S2-581685829,S2-594577130,S2-662169517,S2-675303492,S2-690657005,S2-717958152,S2-738257173,S2-746095041,S2-761572781,S2-772959226,S2-786544564,S2-792859805,S2-796462224,S2-841911842,S2-88188079,S2-882819261,S2-89364295,S2-922445381,S2-931860867,S2-941705978,S2-95209143,S2-980254018,S3-1322272,S3-140816836,S3-190135542,S3-256581225,S3-302162790,S3-35900036,S3-371793249,S3-388245827,S3-392050663,S3-404343538,S3-434978170,S3-513278545,S3-522401218,S3-560793353,S3-577453230,S3-578079421,S3-607506773,S3-621523076,S3-622908701,S3-631709281,S3-641145275,S3-673998056,S3-6820574,S3-686194906,S3-701301535,S3-706529545,S3-720525766,S3-721753816,S3-742577705,S3-780098660,S3-788200362,S3-839065424,S3-844109750,S3-854676915,S3-863853742,S3-872352971,S3-886662407,S3-914813088,S3-917660864,S3-924401152,S3-959745884,S3-997274101
S1-801645099	S2-126506454,S2-186918703,S2-204792293,S2-25178517,S2-268932954,S2-286638694,S2-314925002,S2-316056807,S2-330011667,S2-33794098,S2-360197377,S2-422823833,S2-575478846,S2-642055674,S2-679551203,S2-683588684,S2-697193741,S2-699500794,S2-72836343,S2-752654978,S2-754186715,S2-773208378,S2-784152114,S2-819424059,S2-840169179,S2-864905500,S2-879440884,S2-9696725,S2-990503276,S2-998464291,S3-148697917,S3-151264068,S3-406174233,S3-439303317,S3-48134841,S3-523963273,S3-544984497,S3-580626791,S3-606351901,S3-610191200,S3-687187929,S3-810267966,S3-814722980,S3-824492854,S3-880022317
S1-807555566	S2-101808060,S2-10615658,S2-122498745,S2-127849472,S2-168155270,S2-183283633,S2-195992599,S2-238971069,S2-265754056,S2-281298862,S2-305360818,S2-33267509,S2-363534521,S2-406417949,S2-428875120,S2-445109396,S2-473213725,S2-477171381,S2-494655227,S2-496777850,S2-499198461,S2-510169390,S2-515976546,S2-524001226,S2-538980944,S2-542732821,S2-557520173,S2-558442576,S2-563814105,S2-579015405,S2-590951786,S2-598985159,S2-600433503,S2-627744896,S2-63261077,S2-634114710,S2-646274481,S2-660992567,S2-694336347,S2-702110384,S2-717551722,S2-730242355,S2-742406486,S2-750070041,S2-753872176,S2-765929286,S2-774316610,S2-775277359,S2-782327615,S2-812149244,S2-821750605,S2-823150485,S2-841390605,S2-852365571,S2-944858071,S2-950466776,S2-956811797,S2-975266530,S2-983318792,S3-113979021,S3-131719581,S3-145749905,S3-149254300,S3-17097301,S3-17736326,S3-212630970,S3-257701115,S3-264391391,S3-284803356,S3-294364613,S3-295659218,S3-296988916,S3-31850482,S3-345149510,S3-374680677,S3-423560407,S3-505296768,S3-513565993,S3-514041989,S3-519497142,S3-547742386,S3-570726077,S3-592751479,S3-610385177,S3-641258314,S3-668977335,S3-67061559,S3-710576969,S3-73330501,S3-740023528,S3-745719143,S3-748482143,S3-778995481,S3-779066850,S3-783300899,S3-792548532,S3-862885341,S3-915109447,S3-975720139,S3-990274579
S1-816183362	S2-100901770,S2-106408832,S2-117046778,S2-123204923,S2-128076983,S2-129808262,S2-134697040,S2-240010318,S2-28971519,S2-315281031,S2-330403685,S2-337282143,S2-356220463,S2-412280379,S2-476111309,S2-53989051,S2-573664342,S2-617467150,S2-654925978,S2-66508600,S2-746566824,S2-75150479,S2-759983025,S2-776285729,S2-781672259,S2-795672448,S2-803814098,S2-845345337,S2-911868107,S2-95450902,S2-967591807,S3-144340780,S3-171804547,S3-25538547,S3-268105773,S3-290664485,S3-312811386,S3-41462062,S3-418315569,S3-473223915,S3-501961868,S3-51616369,S3-519074811,S3-531211291,S3-568564318,S3-61739004,S3-679306055,S3-686023876,S3-710027850,S3-726039825,S3-759294915,S3-764890549,S3-848526602
S1-820196196	S2-111472287,S2-122125858,S2-138840395,S2-149993837,S2-17467398,S2-195224749,S2-200200363,S2-214717915,S2-28413258,S2-292719735,S2-308663635,S2-360197377,S2-378822479,S2-392473632,S2-425305465,S2-503533049,S2-507453560,S2-513902201,S2-515649417,S2-543842527,S2-555546830,S2-712777388,S2-732707735,S2-733943635,S2-74052241,S2-744685697,S2-748349171,S2-792859805,S2-830436713,S2-928690827,S2-950910173,S2-968737415,S2-979515993,S2-98149180,S2-989301541,S3-1145145,S3-149929526,S3-150202850,S3-154710116,S3-170663312,S3-194809064,S3-198773437,S3-208318362,S3-274677055,S3-28695133,S3-295741124,S3-307719506,S3-311678543,S3-311870926,S3-315734162,S3-436439135,S3-438480250,S3-460471878,S3-489099381,S3-530203642,S3-54780922,S3-566053310,S3-577857740,S3-58973096,S3-591945193,S3-594356120,S3-61085876,S3-625040554,S3-6337971,S3-647215233,S3-6505535,S3-690439476,S3-713929111,S3-717402986,S3-719087539,S3-737918265,S3-758868527,S3-766461982,S3-797863103,S3-801701830,S3-819390670,S3-82799350,S3-83144758,S3-854866925,S3-85769066,S3-895596438,S3-904401060,S3-935300288,S3-962339909,S3-963206987,S3-967064271,S3-998833376
S1-829163315	S2-119596541,S2-153204393,S2-167240202,S2-171100423,S2-181370304,S2-192596768,S2-195421473,S2-214082708,S2-229735508,S2-260455971,S2-287188667,S2-306472606,S2-314356998,S2-382500675,S2-398630428,S2-410013422,S2-417369823,S2-419030099,S2-42802754,S2-451325879,S2-467121958,S2-472549533,S2-475820176,S2-476886549,S2-495925546,S2-50026855,S2-53438970,S2-551200197,S2-560657608,S2-567736468,S2-587381188,S2-628011193,S2-642972375,S2-682446065,S2-699380075,S2-702862423,S2-717368863,S2-723238705,S2-727344061,S2-737296592,S2-741298163,S2-757049113,S2-784826184,S2-815683978,S2-836777625,S2-84805581,S2-863652256,S2-872156683,S2-87354174,S2-877014045,S2-895791781,S2-914673196,S2-918655668,S2-929443380,S2-946447205,S2-965910760,S2-974327109,S3-117453037,S3-125177076,S3-133150181,S3-198644405,S3-205801706,S3-21975951,S3-23068853,S3-237992310,S3-262933023,S3-265715613,S3-290950071,S3-309654947,S3-320661584,S3-420766091,S3-424928776,S3-428015546,S3-448534540,S3-520121653,S3-57620025,S3-578255159,S3-599444605,S3-602012413,S3-681855201,S3-69691677,S3-708231041,S3-711189905,S3-713864177,S3-738310180,S3-741689224,S3-741730337,S3-742143563,S3-745695566,S3-752803117,S3-771073356,S3-788984169,S3-828349289,S3-84389449,S3-85649540,S3-870019555,S3-876081265,S3-903148056,S3-937789417,S3-953559978
S1-831843558	S2-113847874,S2-144850842,S2-166606349,S2-192036277,S2-261600606,S2-286201851,S2-311609470,S2-322027588,S2-328308841,S2-388976005,S2-511472460,S2-518657430,S2-556383672,S2-558654912,S2-568026492,S2-580815414,S2-600433897,S2-702965552,S2-715503529,S2-767018785,S2-772551822,S2-775168980,S2-787819112,S2-808694908,S2-846842010,S2-862876636,S2-864622434,S2-876128288,S2-954237935,S2-98234472,S3-107082368,S3-110123169,S3-129800260,S3-167109478,S3-204230706,S3-275174696,S3-292769056,S3-33014191,S3-359944588,S3-477429580,S3-485317167,S3-488684831,S3-496690489,S3-522585836,S3-546804221,S3-578159284,S3-589148780,S3-593696458,S3-600525069,S3-614615975,S3-69438667,S3-75689772,S3-80474514,S3-818650523,S3-853496157,S3-873497478,S3-927806291,S3-929246324,S3-930202812,S3-958594951,S3-964998085,S3-979066070,S3-979942586,S3-98400904
S1-832593986	S2-10006430,S2-111042672,S2-118448865,S2-140810218,S2-174609481,S2-224869315,S2-226551251,S2-234929684,S2-268440438,S2-293954065,S2-29571350,S2-303327441,S2-31009230,S2-318105691,S2-327754083,S2-367210328,S2-392587641,S2-397129113,S2-472431733,S2-47799063,S2-493606306,S2-50391215,S2-517995133,S2-523953646,S2-526719108,S2-528810805,S2-537045940,S2-537583427,S2-540149861,S2-541910068,S2-552335474,S2-553261410,S2-576816251,S2-602732110,S2-684000695,S2-684576096,S2-709576782,S2-723928973,S2-741154187,S2-741378178,S2-744359151,S2-761491148,S2-761970277,S2-781600692,S2-783333286,S2-801379019,S2-848687795,S2-851472373,S2-854951998,S2-866799523,S2-89906125,S2-919080460,S2-940240024,S2-941914675,S2-949079052,S2-982322804,S2-983824538,S3-125472804,S3-129800260,S3-139191505,S3-146533201,S3-157274801,S3-18532307,S3-204803284,S3-205242376,S3-248922235,S3-288968019,S3-2972631,S3-323127877,S3-336554163,S3-382713933,S3-384442706,S3-396449814,S3-420792247,S3-42167505,S3-4487716,S3-490220171,S3-493393233,S3-511099787,S3-523101645,S3-569747762,S3-595504729,S3-597307806,S3-645634184,S3-669068505,S3-697137587,S3-7065725,S3-718782712,S3-75273406,S3-762825829,S3-802612422,S3-838721272,S3-846066823,S3-857273901,S3-867455006,S3-902831029,S3-91364038,S3-944817548,S3-945891219,S3-955061382
S1-834788095	S2-112034896,S2-120435667,S2-19508351,S2-331387013,S2-355459398,S2-38453631,S2-416300306,S2-427211906,S2-470549697,S2-487925537,S2-527989963,S2-585819207,S2-622519132,S2-623956565,S2-688798385,S2-723956284,S2-724723594,S2-726421800,S2-746709159,S2-759079441,S2-766445983,S2-774278153,S2-785320108,S2-811746064,S2-854060728,S2-871018688,S2-893222499,S2-90627577,S2-910086025,S2-947318362,S2-961444712,S2-974165173,S2-98198591,S2-992352679,S3-145149076,S3-164601885,S3-213325586,S3-227082747,S3-249055802,S3-249530287,S3-257000231,S3-277203812,S3-29219040,S3-307736579,S3-33396949,S3-368317788,S3-384990186,S3-390223587,S3-399131743,S3-402867760,S3-405941134,S3-409218182,S3-414411624,S3-429032499,S3-439043205,S3-441118478,S3-441697244,S3-459392453,S3-463534703,S3-496145534,S3-499028395,S3-588124822,S3-597951259,S3-61999533,S3-654749391,S3-695535384,S3-714094807,S3-719863023,S3-723376214,S3-779861274,S3-881165482,S3-886719039,S3-899327048,S3-93704936,S3-950636309,S3-959990185,S3-975220856,S3-989094652,S3-996415046
S1-844412430	S2-125741685,S2-158098044,S2-158619194,S2-159023381,S2-241866203,S2-26670373,S2-33383115,S2-335490395,S2-355373795,S2-356466612,S2-373469672,S2-40512292,S2-411462423,S2-413841442,S2-439380937,S2-55691462,S2-55907847,S2-56644207,S2-578936080,S2-598759723,S2-661240700,S2-669243863,S2-675348874,S2-688377820,S2-778859023,S2-784007294,S2-797854416,S2-854420050,S2-949826995,S2-961159582,S2-962535505,S3-115463182,S3-154861580,S3-164935039,S3-179180087,S3-181006973,S3-224828597,S3-250804482,S3-26410598,S3-276168870,S3-330489203,S3-348175421,S3-36016512,S3-371284066,S3-398025352,S3-404549545,S3-434366088,S3-476017452,S3-516675047,S3-608301853,S3-637680655,S3-654423808,S3-662528006,S3-679607781,S3-680771688,S3-696436236,S3-705222820,S3-713678166,S3-781852341,S3-806369924,S3-81668223,S3-848343146,S3-851047342,S3-866371209,S3-882737548,S3-894984612,S3-935472925,S3-937604614,S3-942513969,S3-949157895,S3-972943517,S3-995956436
S1-852026470	S2-108065880,S2-116748146,S2-12708411,S2-140620261,S2-149370940,S2-187499079,S2-199258806,S2-204621140,S2-212955583,S2-22060258,S2-234275905,S2-25954937,S2-268504009,S2-293441687,S2-299009362,S2-306696462,S2-326621295,S2-344874334,S2-357197766,S2-376395045,S2-395218342,S2-396009333,S2-403608296,S2-416296389,S2-427018,S2-507728302,S2-519859158,S2-566676508,S2-578214121,S2-591712282,S2-608615424,S2-613033624,S2-624764923,S2-628121208,S2-631415169,S2-639470462,S2-672980284,S2-679193324,S2-686378507,S2-692229560,S2-701990716,S2-723001719,S2-743693753,S2-749893962,S2-75129136,S2-762701683,S2-782971697,S2-783345185,S2-786046144,S2-814528835,S2-839180643,S2-846422993,S2-859569962,S2-915815653,S2-938658149,S2-942858415,S2-943721935,S2-950381919,S2-950767443,S2-964998542,S2-977564977,S2-990119436,S3-112257298,S3-120391741,S3-138745064,S3-145777193,S3-150237306,S3-194277180,S3-211843256,S3-256483259,S3-25972888,S3-300865467,S3-303137571,S3-322668156,S3-342178651,S3-416585247,S3-428020321,S3-436017154,S3-439413671,S3-446482196,S3-45248844,S3-502596413,S3-546796887,S3-547246239,S3-565528166,S3-60355966,S3-63144932,S3-636871971,S3-649465318,S3-652795729,S3-727635639,S3-740628852,S3-743727618,S3-765785401,S3-792606740,S3-820473898,S3-882056435,S3-948463945,S3-959064940,S3-991942273
S1-85210897	S2-122323942,S2-140298567,S2-252156394,S2-287729619,S2-434166125,S2-456984958,S2-472818132,S2-481377128,S2-489640596,S2-538291415,S2-600211546,S2-609150125,S2-639672397,S2-676940522,S2-756488329,S2-75912392,S2-764760426,S2-845433928,S2-848506037,S2-934934406,S2-966258228,S3-178435905,S3-192736985,S3-197424360,S3-216898322,S3-223986947,S3-23624019,S3-279515479,S3-296431933,S3-299649123,S3-339461125,S3-4038575,S3-453708551,S3-495516292,S3-502384247,S3-503646152,S3-603466968,S3-67565302,S3-738639817,S3-743184476,S3-83872824,S3-853417833,S3-867586906,S3-898721897,S3-951933478,S3-973318316,S3-977982514,S3-996431609
S1-854319024	S2-102304049,S2-140036589,S2-192291895,S2-232484718,S2-276312987,S2-282390486,S2-282908996,S2-341037148,S2-356735547,S2-361230651,S2-401527448,S2-40577382,S2-406200887,S2-41514279,S2-423147414,S2-460184311,S2-467092618,S2-46771753,S2-476349918,S2-483772700,S2-487383344,S2-514714174,S2-53010619,S2-532409011,S2-540931339,S2-544612526,S2-638929694,S2-646356894,S2-653441852,S2-674212082,S2-699501230,S2-72928854,S2-729358922,S2-731943701,S2-764713035,S2-769716297,S2-779430778,S2-794549290,S2-798018002,S2-824783934,S2-862770324,S2-874743901,S2-94420973,S2-951789258,S2-977762332,S2-983459442,S2-994205937,S3-113675795,S3-122665337,S3-161822055,S3-168554741,S3-204300421,S3-231475755,S3-269584157,S3-280031997,S3-328758263,S3-346506599,S3-350515520,S3-355408555,S3-374337744,S3-374693493,S3-431902626,S3-43428103,S3-438965263,S3-444228304,S3-448167934,S3-450367967,S3-477238293,S3-479428051,S3-495206311,S3-495227950,S3-510827483,S3-566829296,S3-575021389,S3-616761805,S3-638845108,S3-649778019,S3-690005762,S3-712257276,S3-733335439,S3-750305009,S3-754421830,S3-769564307,S3-78788214,S3-804219424,S3-806347666,S3-817218186,S3-825387589,S3-848578549,S3-859468105,S3-861882644,S3-87534056,S3-877411029,S3-902734898,S3-930026015,S3-942030907,S3-966218400,S3-968697121,S3-974234595,S3-987022284
